id,lat,lon,stratum,bbox_min_lat,bbox_max_lat,bbox_min_lon,bbox_max_lon
285,53.79864,-1.398173,dense_urban,53.79749,53.799789,-1.40012,-1.396226
286,53.629539,10.189685,dense_urban,53.628389,53.630689,10.187746,10.191624
287,33.790533,-111.758092,dense_urban,33.789383,33.791683,-111.759476,-111.756709
288,23.694626,90.214544,dense_urban,23.693476,23.695776,90.213289,90.2158
289,44.245319,25.861242,dense_urban,44.244169,44.246468,25.859636,25.862847
290,-26.039405,28.052462,dense_urban,-26.040555,-26.038256,28.051182,28.053742
291,-34.689061,-58.367284,dense_urban,-34.690211,-34.687911,-58.368683,-58.365886
292,-1.142859,37.067079,dense_urban,-1.144009,-1.141709,37.065929,37.068229
293,4.496766,-74.258401,dense_urban,4.495616,4.497915,-74.259554,-74.257247
294,50.151677,14.69226,dense_urban,50.150527,50.152827,14.690465,14.694054
295,30.468243,114.189839,dense_urban,30.467093,30.469393,114.188505,114.191173
296,-4.345253,15.56699,dense_urban,-4.346403,-4.344103,15.565836,15.568143
297,19.283362,-99.367234,dense_urban,19.282212,19.284512,-99.368452,-99.366016
298,-33.955365,151.366345,dense_urban,-33.956515,-33.954215,151.364959,151.367731
299,41.056239,29.341665,dense_urban,41.055089,41.057389,29.34014,29.34319
300,50.044517,14.530533,dense_urban,50.043367,50.045667,14.528742,14.532323
301,40.529197,-74.245615,dense_urban,40.528047,40.530347,-74.247128,-74.244102
302,44.484478,4.613663,dense_urban,44.483328,44.485627,4.612052,4.615275
303,25.142023,121.479965,dense_urban,25.140874,25.143173,121.478695,121.481235
304,41.990482,12.639806,dense_urban,41.989332,41.991632,12.638259,12.641353
305,30.218781,31.490063,dense_urban,30.217631,30.21993,31.488733,31.491394
306,51.40428,0.083854,dense_urban,51.403131,51.40543,0.082011,0.085697
307,5.486798,-0.22895,dense_urban,5.485648,5.487948,-0.230105,-0.227794
308,40.535894,-74.06881,dense_urban,40.534744,40.537044,-74.070323,-74.067298
309,-33.700829,150.800808,dense_urban,-33.701979,-33.699679,150.799426,150.80219
310,51.587871,-0.130572,dense_urban,51.586721,51.589021,-0.132423,-0.128721
311,41.452627,2.142268,dense_urban,41.451477,41.453776,2.140734,2.143802
312,29.283438,47.958243,dense_urban,29.282288,29.284588,47.956925,47.959561
313,8.809318,38.994402,dense_urban,8.808169,8.810468,38.993238,38.995565
314,35.860054,51.206206,dense_urban,35.858904,35.861204,51.204787,51.207625
315,33.63694,-7.59515,dense_urban,33.63579,33.638089,-7.596531,-7.593769
316,13.850444,100.343971,dense_urban,13.849294,13.851594,100.342786,100.345155
317,29.500328,47.897214,dense_urban,29.499178,29.501478,47.895893,47.898535
318,49.91353,20.009869,dense_urban,49.91238,49.91468,20.008083,20.011654
319,29.801049,-95.492154,dense_urban,29.799899,29.802199,-95.49348,-95.490829
320,35.573749,139.842427,dense_urban,35.5726,35.574899,139.841014,139.843841
321,47.937437,11.538657,dense_urban,47.936287,47.938587,11.536941,11.540374
322,12.995964,77.654318,dense_urban,12.994814,12.997114,77.653138,77.655498
323,29.573434,-95.457677,dense_urban,29.572284,29.574584,-95.458999,-95.456354
324,52.301458,13.584753,dense_urban,52.300308,52.302608,13.582872,13.586633
325,22.748209,114.231825,dense_urban,22.747059,22.749359,114.230579,114.233072
326,40.056821,-75.088113,dense_urban,40.055671,40.057971,-75.089616,-75.086611
327,29.558526,106.801024,dense_urban,29.557376,29.559676,106.799702,106.802346
328,-37.732955,144.772582,dense_urban,-37.734105,-37.731805,144.771128,144.774036
329,24.888611,67.416965,dense_urban,24.887461,24.88976,67.415698,67.418233
330,-34.743519,-58.593324,dense_urban,-34.744669,-34.742369,-58.594724,-58.591925
331,33.881128,-118.344228,dense_urban,33.879979,33.882278,-118.345613,-118.342843
332,35.836321,51.564647,dense_urban,35.835171,35.837471,51.563229,51.566066
333,39.812687,-75.161205,dense_urban,39.811537,39.813837,-75.162702,-75.159708
334,41.645791,12.301754,dense_urban,41.644641,41.646941,12.300215,12.303293
335,24.991205,46.922189,dense_urban,24.990055,24.992354,46.920921,46.923458
336,35.795839,51.14789,dense_urban,35.794689,35.796988,51.146472,51.149307
337,25.083696,67.174338,dense_urban,25.082546,25.084846,67.173068,67.175607
338,35.75944,139.83485,dense_urban,35.75829,35.76059,139.833433,139.836267
339,33.719834,-117.95555,dense_urban,33.718684,33.720984,-117.956933,-117.954168
340,3.07564,101.75346,dense_urban,3.07449,3.07679,101.752308,101.754611
341,24.843202,46.608377,dense_urban,24.842052,24.844352,46.60711,46.609644
342,33.452743,-111.984915,dense_urban,33.451593,33.453892,-111.986293,-111.983537
343,17.257444,78.409625,dense_urban,17.256295,17.258594,78.408421,78.410829
344,41.726447,12.452876,dense_urban,41.725297,41.727597,12.451335,12.454416
345,-33.898945,18.648076,dense_urban,-33.900094,-33.897795,18.646691,18.649461
346,45.387454,9.142022,dense_urban,45.386304,45.388604,9.140385,9.14366
347,51.134906,6.554802,dense_urban,51.133756,51.136055,6.55297,6.556635
348,25.057928,121.352703,dense_urban,25.056778,25.059078,121.351434,121.353972
